Sentences,Frame
"Parin nodded , and he signed to his assistants to roll up the books so that they could be packed away in the boxes and chests in which they were stored . ",Placing
"As the sheriff officers supervised the house clearance , construction officials measured the family pigeon lofts and dog runs for removal and the ferrets were packed away under the eyes of an animal welfare officer . ",Placing
"With a bank loan , Belinda bought 5 UNC acres of land bordering Avon and Gloucestershire and planted it with beech , lime , oak and ash trees . ",Filling
whether we should plant our yards with breadcrumbs ,Filling
"The Dutch nurserymen have planted a Green Valley with rhododendrons , conifers , acers and heathers spiked with lilies and unusual bulbs . ",Filling
In some areas he could plant his land with windmills . ,Filling
"Joan Bailey said to Roland , ` George 's great-great-grandfather planted all this woodland , you know . ",Filling
Window boxes and terrace pots can be designed and planted . ,Filling
Opposite are two beds planted with dwarf conifers and winter flowering heathers . ,Filling
"A classic summer basket , densely planted with colourful favourites ",Filling
"They have converted a meadow into 30 "" mini-meadows "" of one square metre , each planted with grasses and plants . ",Filling
"Beds planted with summer filling of tiger lilies , carnations , sweet peas , poppies , marigolds , gentians and fuchsias . ",Filling
Our solution is to plant other asters which are mildew-resistant . ,Placing
The resolution demands that Libya should hand over two men suspected of planting a bomb which blew up Pan Am flight 103 over Lockerbie in December 1988 with the loss of 270 lives . ,Placing
The Police believe that the IRA planted the bomb which exploded in Westminster earlier today . ,Placing
But from a pragmatic point of view one of the main motives would have been the desire to plant churches which were capable of reproducing themselves . ,Placing
"The Animal Liberation Front yesterday claimed to have planted an incendiary device which was removed by police from the Duke Street , London , office of Sears plc -- Selfridges ' parent company . ",Placing
THE IRA yesterday admitted they planted the firebomb which damaged a toilet at London 's Hilton Hotel on Sunday . ,Placing
The IRA has admitted planting the firebombs which closed Milton Keynes shopping centre last Friday . ,Placing
"The Marshal planted himself where he filled the exit and asked without preliminaries : ` Cipolla ? "" ",Placing
Teresa was out in the garden planting onions when she heard the sound of Marco 's old Vauxhall turning the corner into the drive . ,Placing
"The Roman armies carried apples across Europe , planting pips wherever they settled . ",Placing
"I remember digging for what seemed like hours to lift those bulbs , so make sure you plant them where they will not need to be moved and allow ample room for their growth . ",Placing
"` Please do n't plant trees which shed thick leaves in autumn , "" begged the engineers . ",Placing
I do not know of any known way of preventing evil men from planting a little piece of plastic explosive in a vast complex like the Musgrave Park hospital . ,Placing
She was forced to face him as he planted himself right across her path . ,Placing
But just as the removal of trees from the lowlands has created considerable opposition from environmentalists so has the policy of planting them across the hillsides . ,Placing
He insisted it was simple -- go in that direction and plant the flags at regular intervals . ,Placing
"Community wildlife officer Dave Muir and Ann Lolley of the Tidy Britain Group join local people to plant British wildflowers at the Children 's Forest in Pennywell , Sunderland , on Wednesday . ",Placing
An offending tree may have been planted many years ago by a previous owner . ,Placing
Or had someone planted the idea in Alexander 's mind ? ,Placing
"She cleared the sills in the greenhouse and planted more seeds in flowerpots , repairing the holes in the glass with sheets of polythene . ",Placing
This planted the seed in his mind that perhaps the work of a record producer could be interesting . ,Placing
"On the UK mainland , two IRA bombers were blown up as they planted a bomb in St Albans , Hertfordshire , on Nov. 15 . ",Placing
"So I urge anyone with a garden to visit Sainsbury 's , keep back a few potatoes at the end of the season , before Christmas store them carefully and plant them in the spring . ",Placing
"With City struggling to defend at set pieces , Strachan again planted a free kick into the penalty area where David Wetherall released Gary Speed whose left foot shot gave Tony Coton no chance . ",Placing
She planted a boisterous kiss on Alex 's cheek . ,Placing
"We 're pioneers , boy , breaking new ground -- planting new footprints on God 's old Earth . ",Placing
Mr Brown who 's from Bampton in Oxfordshire was arrested by police who planted cannabis on him to extort a bribe . ,Placing
"Grégoire slipped one small hand around Edouard 's neck , and planted a loud kiss on his brow . ",Placing
Claudia reached up and planted a peck on his cold cheek . ,Placing
"The gigantic man turned him slowly , against the tide of people pressing to the epicentre , and planted him squarely on his feet . ",Placing
"He led Claudia away , looked back to wave to Ted and saw in astonishment that Katherine was planting a kiss very firmly on his lips . ",Placing
"She twined her arms round Dane 's neck , planting a lingering kiss on his mouth , laughing huskily as she removed traces of her lipstick from his lips with her fingers . ",Placing
"In certain fertility rites in Burma , a woman desirous of offspring is required not only to approach the King Cobra but to plant a kiss on its mouth . ",Placing
"He eased her arms from around his neck and , smiling , planted a quick kiss on the end of her nose . ",Placing
"You actually take the peoples ' photographs first , cut them out and plant them on the original . ",Placing
"She flinched as Stephen laid his hands on her naked shoulders and planted a hungry kiss on the side of her neck his fingers fumbling in the thick folds of the towel , seeking her breasts . ",Placing
"They have to heave and sweat their great stone to the top of the mountain , and plant it firmly on the summit . ",Placing
"You could set your back against the roughened old trunk , plant your feet securely on the wide bough and gaze out undisturbed over the great surges of greenery . ",Placing
"The reforestation programme , targeting to plant 7.5 million trees over a seven year period , is on its way . ",Placing
"As he was doing that , he saw the paragraph about himself in The Stage and planted his shoe over it . ",Placing
I 've planted a selection round one the little paved areas . ,Placing
He had heard stories of security forces planting illegal objects during searches of houses and hoped that his presence might help to safeguard against it . ,Placing
"Julius came into the room , and she immediately went over and planted herself in front of him . ",Placing
Steve Walsh glanced a header across to Joachim who planted the ball past Mike Salmon with such force he stood no chance . ,Placing
In St Albans last year two IRA terrorists blew themselves up as they were planting a 5lbs to 7lbs Semtex bomb destined for Royal Marines bandsmen . ,Placing
Our own experience is that we have never yet planted a congregation without each person who is married getting as clear a call to the work as their partner . ,Placing
Make rows 23cm/9in apart with a stick or hoe and plant them about 10cm/4in apart with the tips just out of the soil . ,Placing
"Trim any broken or damaged roots cleanly and , if you are planting a bush , hold it up and look at it carefully . ",Placing
"One great risk they have already taken is to plant a new church : after all , it may not survive ! ",Placing
Their aim was to start from the bottom up and to grow a church that would be able in the end to plant other churches . ,Placing
The fact that the rumour had probably been planted by Tosh himself did nothing to diminish his fearful aspect . ,Placing
"Most of the vines are planted at a height of between 160 and 200 metres and provide wines of excellent , if differing , character . ",Placing
"It can be planted in a pot , and embedded in the gravel . ",Placing
Its vines are planted on north and north-east-facing slopes at an altitude of between 130 and 180 metres . ,Placing
Aircraft have again been probing Falklands airspace and recently an Argentinian flag was planted on Southern Thule . ,Placing
"Police believe the bomb may have been planted under the Nissan Datsun outside a pub where he met his girlfriend , Jenny Hill , a Catholic . ",Placing
"` I thought if I planted a few seeds of jealousy in your mind it might just drive you into my arms that little bit sooner . "" ",Placing
"He planted a hundred ` Zambra "" roses when that variety was first introduced by Wheatcrofts -- the brilliant orange flowers against the bronze-green foliage were a show-stopper at Chelsea . ",Placing
The above groups pose the following dangers : 1- Attacking for the purpose of : A : Assassination B : Kidnapping C : Aerial raids and artillery attacks 2- Sabotage A : Setting fires B : Explosions C : Technical sabotage D : Chemical sabotage 3- Spying A : Recruiting a member of society B : Planting a mole within society C : Spying surveillance operation 4- Stealing 5- Pests : A : Poisonous such as snakes and scorpions B : Harmful such as rats and cockroaches C : Sickening such as mosquitoes,Placing
But what he does n't do is stuff his secretary silly with volumes of useless memos to be re-stuffed into overflowing filing cabinets . ,Filling
"And he and his man would take a black bin-liner and carry it upstairs and stuff it full of cash from the safe , and then carry it downstairs again on his shoulders , like Father Christmas . ",Filling
"Loyonel , he 's there , leaning on the machine and stuffing himself sick . ",Filling
"Dorcas sent a couple of his more agile young assistant engineers up the wire netting , just in case , to stuff the rusty padlock full of mud . ",Filling
"“ Oh , hell … ” she groaned , and tried to sit up , her head feeling as if someone had stuffed it full of cotton wool , “ I fainted , did n't I ? ",Filling
I 've stuffed myself with bread in your brother 's today . ,Filling
"Needlessly Herr Nordern cleared his throat again , frowning at Paul who was goggling at him while stuffing himself with cheese and cold ham . ",Filling
"He tore a roll open , stuffed it with cut ham and gave her that . ",Filling
"I sat with her , gave her my drink bottle , stuffed her with glucose and encouraged her to rest for a while . ",Filling
The naan bread was big ; we 'd both stuffed ourselves with it during the meal but it was still big . ,Filling
"We sat stuffing ourselves with smoked-salmon sandwiches , slurping Earl Grey , while she charmed and intimidated them with her stolen airs and purloined graces . ",Filling
If too big you can always stuff the toes . ,Filling
"But by the time a baby boy grows up , his head has been stuffed with myths and taboos , and the idea that in sexual matters , the man always knows best ! "" ",Filling
"They are most frequently stuffed with bright red pimentos , providing an eye-catching garnish and a good ingredient for adding to stews and casseroles . ",Filling
I sat there for an hour stuffing my stomach and telling him exactly what had happened . ,Filling
"` I spend half my life changing beds , stuffing the washing machine and emptying wastepaper baskets . "" ",Filling
"Many varieties of olives are available , either plain or stuffed with almonds , anchovies or pimentos . ",Filling
It was wood panelled and stuffed with leather chairs . ,Filling
"Back they flew , beaks stuffed with this handy nesting material . ",Filling
Courgette with flower -- delicious when stuffed with a savoury filling ,Filling
"` Some pheasant or quail , cooked to a golden brown and stuffed with spices . ",Filling
"It 's a large , sweet shortcake-like creation , stuffed with sultanas . ",Filling
This offered its occupants seventy-two square feet of invigorating repose on a mattress stuffed with the tail hair of leading stallions . ,Filling
And then Sally Gunnell talked to me about stuffing her gold medal in a cupboard at home . ,Placing
She closed her eyes and stuffed her fingers in her ears . ,Placing
"` She told me , thank God , that she had to stuff a handkerchief in her mouth to stop laughing too loudly . "" ",Placing
He stuffed extra grenades in his pockets . ,Placing
"The car and the trucks accelerated into the night , the same night that concealed the sergeant as he stuffed the money in his pocket , telling himself that Rommel knew best . ",Placing
James slid off the arm of the sofa and stuffed his hands in his trouser pockets . ,Placing
Shamlou picked up the buff envelope and stuffed it in the pocket of his windcheater . ,Placing
"She rolled up her pyjamas and stuffed them under her pillow , before quickly pulling the bedclothes to . ",Placing
"He picked up a cockerel by its feet , stuffing it under his arm . ",Placing
"If an official representative of the Museum approaches , stuff your lunch under your jumper ! "" ",Placing
I heard Bernice coming just in time to fold the photocopies and stuff them inside my jacket . ,Placing
He stuffed the scrawled pages into an envelope and sealed it . ,Placing
"` It 's all so long ago , "" she added , stuffing more crisps into her mouth . ",Placing
He stuffed the two pieces into Vasili 's anorak pocket . ,Placing
"I smiled cheerfully , wished everyone a good morning and began to stuff the food into my mouth . ",Placing
Mary was stuffing wet towels into a dirty pillowcase . ,Placing
"He stared at her for a long moment , and then he turned , stuffed his hands into his trouser pockets , and stared out over the lake . ",Placing
Here was a manhole down which to stuff the bodies . ,Placing
"Chemical apparatus tends to be broken , or reused in new arrangements ; but the historian may hope that even here laboratories may have had capacious cupboards into which unused pieces have been stuffed and thus preserved . ",Placing
Off the back of the door he took an old net shopping-bag that his Mum hardly ever used and stuffed the carton and biscuits into it . ,Placing
"She collected up the letters and stuffed them back , higgledy-piggledy , into their brown paper and cardboard nest . ",Placing
Chris had already been given a severe ticking-off when he 'd admitted to the box-office that he 'd lost count of the number of tickets and cheques he 'd stuffed into all his suit pockets . ,Placing
In the event Mazzin was after the notebooks we 'd stuffed down the front of our pyjamas . ,Placing
Both boys began stuffing the empty cases down their shirts . ,Placing
"So after this meal , when I find I 'm stuffing foul non-rancid things down my throat -- without bad effects -- I try a quick scuttle round the room . ",Placing
Sally took the strip of paper and stuffed it down the front of her skirt . ,Placing
"Milligan has crammed it so full of Victorian antiques , paintings and illustrations that the cement is hidden by memorabilia . ",Filling
"The quantity given will stuff a 5kg/10lb turkey fore and aft , as you do not want to cram the bird to bursting . ",Filling
"The apartment itself was enormous and , as if she were scared of the space , Jane Pargeter had crammed it with expensive furniture . ",Filling
"Do not cram the cage with leaves , for this often leads to condensation and makes it harder to see the caterpillars . ",Filling
Meanwhile her lads Lester and Luke are cramming her tights with toys and the baby is smearing lipstick all over himself . ,Filling
It was crammed with unpaid bills for food and clothing . ,Filling
"Around Christmas Fayre , when the Food Hall was crammed with food you did n't normally see in the other seasons , they made a nice end to a meal . ",Filling
It was crammed with notebooks filled with Parkin 's bold scribble as well as copies of various scripts in loose folders . ,Filling
"Their store rooms were crammed with piles of objects , from furniture to fencing , and some of the corridors were blocked with the mounds of things they had made over the years . ",Filling
"During the presentation , two briefcases were crammed full with used dealing books containing clients ' names and addresses , and with leads that had been left carelessly lying around on desks . ",Filling
"His trolley stood forlornly a few yards away , crammed with food for the dinner party . ",Filling
"In the warren of lanes and alleys , barefoot traders sit cross-legged in tiny shops crammed with strange goods . ",Filling
"Round the corner and again a transformation , this time the decor is that of a university study with huge creaking bookcases crammed with dusty volumes . ",Filling
"And her savings , to begin with , had been meagre , hardly worth the time : Meg had hardly dreamt her dream -- as now ; her suitcase crammed , tight-packed with money -- fully to fruition . ",Filling
Asked for a safety deposit box after she 'd seen me cramming Belgian banknotes in an envelope . ,Placing
"Darius grabs a wedge , ices it with half an inch of butter , crams it in his mouth and washes it down with a can of Coke . ",Placing
At least you wo n't have to cram a printer in your briefcase as well as lug a portable over your shoulder . ,Placing
"David , aged nine , empties our bin in the yard to pick out the salvageable items before he crams the rest into a sack to take to the dump . ",Placing
"So she crammed six big fellers into her front room , sat them down with rum and blankets , and the whole bunch snuggled up like they were queueing all night to buy tickets for the Test Match . ",Placing
"` May -- "" he started to say , but I crammed a cushion into his mouth before he could finish . ",Placing
"` This autobiography , "" Leo went on , cramming forks into the dishwasher . ",Placing
"Briony crammed the cap low over her brow as if to express solid determination , then swung round and left the room . ",Placing
"Clicking the heels of his glossy boots once more , he crammed the cap with its oversized peak hastily on his head and made for the door . ",Placing
"She crammed it , tissue and all , into the left pocket of her fur coat , which I hoped was either fake or farmed , without looking at it . ",Placing
"She crammed the stiff , shiny paper into the fireplace . ",Placing
Sons of louts grappled with the coffin in vain ; they could neither cram it in nor twist it out . ,Placing
They will try to cram as many Minis as possible on to the Lake Windermere ferry and see how many consecutive journeys they can make . ,Placing
"There was one with a monkey in too , crammed in this little shell with the side cut away so you could see in . ",Placing
"She handed him sandwiches , which he crammed into his mouth , choking . ",Placing
The contents of the saddle-bags he crammed into his wallet but there was more food than he could find room for . ,Placing
And have a tiny back yard because otherwise they could n't cram so many boxes onto the site . ,Placing
"Most of its products blend Microsoft 's software skills with text , pictures , music and speech , all colourfully crammed on to a ` multimedia "" CD-ROM . ",Placing
"Crocheted white socks , crunch at heel and toe , black patent strap shoes crammed on over them , and Lýie and Thýse were ready . ",Placing
"` I could go upstairs this minute and drape myself in gold chains and beautiful bracelets . "" ",Filling
"During the second number , he draped himself in the Union Jack , presumably in an attempt to endear himself to the bulldog breed . ",Filling
"If you have just a few bushes , drape individual plants with nets , burying or pegging down the edges during vulnerable periods . ",Filling
"She then draped it with vivid red silk , secured in place with a glue gun . ",Filling
"It showed a group of legionnaires sitting on a wall in a wrecked and burning tropical town ; the soldiers were filthy , looked exhausted and were draped with hand grenades and belts of machine gun ammunition . ",Filling
The funeral of two IRA men shot dead by soldiers in Northern Ireland was delayed after the priest initially refused to allow the coffins into the church becuase they were draped with the Irish Tricolour . ,Filling
And from somewhere beneath a cupboard she produced an enormous canvas draped in a sheet and showed it to me . ,Filling
The guards were clad in tough green leather from some jungle beast and draped in weapons . ,Filling
Schneider draped a sheet about his shoulders and reached for a pair of scissors . ,Placing
She stopped half a dozen yards off and pushed her wet hair behind her ears and draped her arms protectively across her undisguised bump . ,Placing
"They lay together for a while , half asleep , kissing now and again ; then she draped one leg across his hips and they began to make love languorously , without speaking . ",Placing
He shrugged and draped a casual arm around Hari 's shoulder . ,Placing
"So she did n't sit down for a last five-minute chat , but let Ron drape her coat around her . ",Placing
She gestured Melanie over to her and draped the material around her shoulders . ,Placing
"She shivered , and Adam draped an arm around her shoulders . ",Placing
He draped the towel around his shoulders and shook his head . ,Placing
"Shirts and sheets they hung from the ceiling , draping them on lines and hangers . ",Placing
Kate draped the shawl on the counter . ,Placing
Still tied together with the strands of wool we moved towards the fence intending to drape it on the wire . ,Placing
At the base of a steep crack we drape our possessions on these to save them a wetting and balance out of and into different footwear . ,Placing
""" He took off his coat and draped it over Harry . ",Placing
"Singer draped the T-shirt over his head , but his laughter was evident in the way his shoulders shook . ",Placing
He draped inflamable material over it and calibrated the switch to come on later in the day . ,Placing
Jean-Pierre picked up a shawl and draped it over Jane 's shoulders . ,Placing
They draped the starched white tablecloth over the big deal table . ,Placing
You draped your best cummerbund over the lampshade ? ,Placing
"His eyes narrowed briefly , then he draped the jacket round her shoulders before leading the way to the stairs . ",Placing
But Caliban would drape a tarpaulin round it . ,Placing
She drapes this green scarf round my neck . ,Placing
He draped tinsel round the pink lampshades on the table . ,Placing
The others also draped their underclothes among the branches . ,Placing
When they 'd finished washing Mina and Kāli draped their clean wet clothes among the hundreds of others stretched between the scraggy thorn trees . ,Placing
She draped it at my neck and sprayed it with her perfume : it still smells faintly of Chanel . ,Placing
Schools and most offices closed ; taxis flew black flags ; shops draped black banners from their windows ; convoys of lorries clogged roads towards the Chinese border . ,Placing
Eager hands unrolled the garlands of tinsel and draped them round t ] he branches . ,Placing
"Was Margaret Mead ( 1935 ) right to see woman as ` an infinitely malleable clay figure upon which mankind has draped ever varying period-costumes "" ? ",Placing
"The doctor left the nurse to cover him with a kind of improvised wooden tent , over which she draped a sheet . ",Placing
"WHEN the famous Green Jacket was draped around the shoulders of Fred Couples last April , the American might well have shuddered . ",Placing
Curtains can also be elegantly draped back over specially designed curtain-holders . ,Placing
Your bike acts as the tent 's main support pole -- the open bellend is draped over the crossbar and pegged to the ground using four pegs . ,Placing
"To add an even more damning touch , Zhukov had draped an airforce uniform over the edge of the bed , and superimposed Vologsky 's personal insignia upon it . ",Placing
"He took the sword out of Alexei 's hand and jabbed it into the planks at the bottom of the punt , then draped Alexei 's coat over it . ",Placing
He pulled the blanket from underneath himself and draped it over his shoulders . ,Placing
"Doreen stepped out of her slip , and draped it over a chair . ",Placing
"He pulled the clothing out , draping them over the side of the chest . ",Placing
"I was spellbound by the brass bedstead and all the knick-knacks , but what held my attention most were the knitted bedspreads that were on the bed and draped over the chairs . ",Placing
When I showed her she lent me a silk shawl to drape round my shoulders and over my breasts . ,Placing
"Penry returned quickly with a warm , dry towel , which he draped round her shoulders as he took her wrist in his . ",Placing
Also dust them with a fungicide such as green or yellow sulphur before storing . ,Filling
Imagine dusting each bud with a soft brush and malathion dust ! ,Filling
Garnish with the chopped cashew nuts and dust the salad with a little cayenne pepper . ,Filling
"While the swiss roll is cooking , dust a large sheet of greaseproof paper with plenty of caster sugar . ",Filling
"For best results , some products are recommended to be used after dusting your skin with talc first . ",Filling
"Two people were in the living room , a man and a woman , both in uniform , dusting the various surfaces with whitish powder . ",Filling
The process takes a previously printed image which before the ink is dry is dusted with a resinous powder . ,Filling
It will thus be dusted with successive batches of pollen as they mature and will deliver them to other flowers on different individual plants elsewhere in its territory . ,Filling
Drop in the orange and dust with the mixture to set the fragrance . ,Filling
"Norman opened his tool-box and took out a pair of rubber gloves , which he dusted with talcum powder , and drew over his sensitive digits . ",Filling
Garnish with the chopped cashew nuts and dust the salad with a little cayenne pepper . ,Filling
We continued our work until the fingerprint man arrived to dust that dreadful black powder everywhere . ,Placing
"Sadly , unscrupulous ski resorts might misuse the new polymer , surreptitiously dusting it on the slopes of their rivals . ",Placing
"` My wife loves the man 's poems , "" said Crump , dusting the dead creature onto the ground . ",Placing
Another orange powder was dusted over the upper part of the body . ,Placing
A blue powder was dusted inside the jodhpur-like underwear . ,Placing
Brush the top of one semi-circle with apricot glaze and place the other on top to form a half-moon sandwich . ,Filling
Brush the edges of the basin well with grease . ,Filling
Brush the steaks with the oil . ,Filling
Brush the sides of the round cake with apricot glaze . ,Filling
"Brush the back of the shapes with apricot puroNN1 , press a tree on to each corner of the cake and put four on top . ",Filling
"Brush the area with water before applying a mix of one part cement , two pars sand and four parts gravel ( by volume ) ; incorporate a waterproofing agent . ",Filling
It has an open textured paste when ripe and is usually washed or brushed with brine . ,Filling
"Layer up three sheets of filo pastry , brushing with butter between each sheet . ",Filling
Brush with milk and sprinkle with Sweetex Granulated . ,Filling
"Unsealed wooden slatted shelves can be treated with caustic cleaner , left in prolonged contact and pressure jet rinsed or brushed vigorously with hot clean water . ",Filling
Brush the cake with apricot glaze and place the cake on the cake drum . ,Filling
Brush lightly with a little milk and bake at 220C/425F/Gas 7 for 12-15 minutes until well risen and golden brown on the bottom of the scones . ,Filling
Brush the steaks with the oil . ,Filling
"Bromley ( 1981 ) has shown how abundant biogenic and inorganic sedimentary textures can be revealed by lightly brushing thin mineral oil on a dry chalk surface and allowing it to ` develop "" over about 30 minutes . ",Placing
Brush solvent-weld cement liberally on the pipe and sparingly on the fitting . ,Placing
"One attractive alternative to brushing bronzing powder on your cheeks is cream blusher : blend it in well with your fingertips over a base of tinted moisturiser , then dust any areas prone to shine with powder . ",Placing
"First cut away the damaged wood , then brush the special hardener on to all remaining soft fibres . ",Placing
"Bituminous waterproofers are black liquids which are simply brushed on and left to dry , and form a waterproof coating that will cure pinhole leaks in surfaces such as flat or corrugated roofs . ",Placing
This involves cleaning the ends of the pipe with solvent cleaner and brushing on solvent-weld cement . ,Placing
Damp rising through solid floors can usually be cured by brushing on a double coat of liquid bitumen-based damp-proofing compound . ,Placing
"Before you replace it , clean the two pipe ends thoroughly with wire wool , then brush on flux . ",Placing
He brushed on fresh lather . ,Placing
Brush liberally on to the exposed wood until the soft wood fibres are saturated . ,Placing
"Damping the back of the hardboard is also a good idea , but do n't overdo it ; a pint of water brushed over a 2.44 x 1.2m ( 8 x 4ft ) sheet is ample . ",Placing
"Build a plywood platform at one end of the room , cover it with a carpet and pile it with floor cushions . ",Filling
"The vandals broke into the house , piled the cooker with linen then switched it on and set light to it . ",Filling
"` Only teasing you , Wraysford , "" said Harrington , piling his plate with the fried eggs , which had started to congeal beneath the cover . ",Filling
"A promenade ran along the top , and Ruth saw Council workmen piling sandbags against the brightly painted railings . ",Filling
When they 'd gone Maggie gathered up the rest of the dishes and piled them in the sink . ,Filling
The drivers piled them into cars and drove off to return shortly for another load . ,Filling
"At the time I was mucking out the byre stalls , and piling the manure on top of my big heap when I saw the lights go on in the house . ",Filling
"On top of the turves , which gave out a steady glow , they piled logs , until the blaze roared in the grate , filling the kitchen with life-giving heat . ",Filling
The bales that are still in one piece are piled on to a wagon as they are brought in . ,Filling
The bodies of 6 ewes and a ram were piled onto a tractor trailer near where they drowned in the Stretford Brook . ,Filling
"With a teaspoon , pile cheese mixture into cavities left by the removal of the cores in the pear halves . ",Filling
I piled everything i could on a sheet in the middle of the floor and tied up the corners …,Filling
About 20min before serving remove all but the chocolate-coated truffles from the fridge and pile onto a large platter . ,Filling
The dryish curd is cut into big chunks and piled into huge tubs that are left to stand in the dairy overnight to allow the acidity and flavour to develop . ,Filling
"The new money flows into the already top-heavy administrative structure , which busies itself piling more and more paper work on the teachers .",Filling
"Then we barricaded ourselves in , piled our mattresses against the cell door . ",Placing
"To reinforce the point , he piled coal against the door . ",Placing
"Earlier that morning , she had piled the bedsheets in a corner of the room ; a sweet aroma of grapes still clung to them . ",Placing
"There was a pile of logs and some firelighters and paper in a large basket in the hearth , and Preston started to pile them in the grate while she continued her explorations in the garden . ",Placing
When they 'd gone Maggie gathered up the rest of the dishes and piled them in the sink . ,Placing
"She had piled her long hair into a sleek chignon , and tiny wisps escaped across her brow and to the nape of her neck . ",Placing
Michael followed him out and helped pile the waste branches into heaps for burning and then they stacked the scattered lengths of the firewood . ,Placing
"Pile the fruits into it , scattering the butter and sugar between layers . ",Placing
"Jessamy piled her bags into the boot of Julius 's car , then slid into the front seat , which was of soft leather and almost too comfortable . ",Placing
"People had piled the fallen stones into the shape of an altar , and had put a white lace-edged cloth on top . ",Placing
My mum was piling tinned ravioli into the trolley . ,Placing
"` It all sounds highly organised , "" said Melissa , piling whipped cream on her fromage blanc and pretending not to hear Iris 's scathing comments about cholesterol . ",Placing
While she piled all the groceries on the counter and the girl began to check them out Stuart sat by the door and looked round . ,Placing
And now she was going to pile it on thick and heavy . ,Placing
"She flittered in the kitchen , piling crockery onto the table . ",Placing
She forced the sad and crushed skull below the snow and piled the ice above it . ,Placing
"Luke said savagely , turning to glare at Callum , who continued to pile food on to a plate . ",Placing
"And , more touching , ` We 'd find that , while we 'd been asleep , she 'd piled all the ornaments on top of our bed . ",Placing
"The wood is piled into the kiln , which is then lit at the bottom . ",Placing
The bodies of 6 ewes and a ram were piled onto a tractor trailer near where they drowned in the Stretford Brook . ,Placing
"Whisk the egg whites to stiff snowy peaks , gradually beating in 4 oz sugar , then pile the meringue mixture over the pudding . ",Placing
"She piled a week 's dirty clothes into the washing-machine , and sat down with a book . ",Placing
""" I had to do extra rehearsals because I was new and she would daub my legs with methylated spirits and iodine . ",Filling
"It was a good thought as she made ready for bed ; then , her one luxury , she daubed her face with night-cream . ",Filling
The previous user had also daubed the ducts along the roof of Biff 's control bubble with vermilion slogans . ,Filling
"She opened her handbag and brought out an astonishing assortment of cosmetics , with which she daubed my face . ",Filling
"While a police constable was in the living room , the car parked outside was being daubed by the youth . ",Filling
"Rusted hooks hung from antiquated iron girders above him , the windows had long since been vandalized and the faded walls were daubed with obscene graffiti . ",Filling
"The walls were daubed with splashes of paint , and here and there large eyes were drawn , with daggers sticking out of them . ",Filling
"Obviously Marshall , apart from daubing one of the walls and putting up a piece of cork-board , had n't done anything . ",Filling
"Her face was always carefully rouged , her mouth daubed generously with salve . ",Filling
"Before it gets there a barricade of grey concrete blocks daubed with ` Free Lithuania "" and ` Independence for Baltic Countries "" has been drawn across the street . ",Filling
Diana daubed luminous paint on the eyes of her cuddly green hippo so that at night it seemed as though he was keeping watch and looking after her . ,Placing
Beside him on the counter were large dirty bottles of gilt glass from which he would take out the stoppers and daub them on the sleeves of passers-by . ,Placing
"In all of these instances the animal 's blood was daubed on the altar , the fat burned , and the meat of the carcass divided between the sacrificing priest and the offerer for consumption . ",Placing
"I suppose it 's because people do n't put canvas with paint daubed on it very high up on their list of personal needs , especially when there are bills to pay and food to buy …",Placing
"Alexei leaned a little to one side so that a slave could heap his plate with k'va , the staple grain which was similar to rice . ",Filling
He heaped a plate for him and Cameron took it thankfully . ,Filling
"In a huge bare hall , trestle tables were heaped with children 's garments and there was a thick , stifling smell in the air . ",Filling
It was heaped with a grain something like rice . ,Filling
A trolley was heaped with beer cans and plates of half-eaten burgers . ,Filling
"Her plate was heaped with cheese , cucumber and tomatoes as they spoke . ",Filling
"The only reason affluent Victorians did not physically explode like Henry VIII ( after he was dead , naturally ) was their habit of heaping the dinner table with exotic greenery . ",Filling
"The proprietor brought them their plates heaped with beef and wild mushrooms and bordered with vegetables , breaking the silence between them . ",Filling
She led him through to the dining-room and found him a glass of whisky and a plate which she proceeded to heap with food . ,Filling
"Clive spilled some of the powder as he heaped it in the spoon , and could not hold it steady over his lighter flame , but finally he got it liquefied . ",Placing
The same flood tide that had brought such a good harvest of tiles heaped a mass of driftwood onto the Reach . ,Placing
"I smiled at them , heaped more food on to their plates , poured more mint tea or coffee into their cups . ",Placing
The drinks were heaped in Amanda 's chair . ,Placing
Cholera victims who had hardly ceased to breathe were heaped precipitately into mass graves . ,Placing
"The larva heaps sand or soil onto its head and jaws and then flicks it with some force up and behind it , working in a circle to produce a conical pit . ",Placing
She heaped a teaspoonful of instant coffee into a couple of beakers and poured a steaming jet of water on to it . ,Placing
"When he left , with his green and tomato boxes heaped on his Selected Ash , they nodded affably from behind the issue desk . ",Placing
There was no sign of anything untoward : grass and a few bushes flattened by the weight of wood recently heaped on them ; some traces of sawdust lying on the ground ; nothing more . ,Placing
"What , for that matter , would he have done , when confronted with the pile of chips and mass of Brussels sprouts heaped onto a plate containing an alleged sole meunière , in a restaurant where they ought to know better ? ",Placing
"We wait for the ambulance , window open so they can identify us , doilies neatly heaped on yellowing copies of the local paper , the cat perturbed by my frantic resuscitation efforts . ",Placing
"Willie stared in amazement at the fields , his thin woollen socks heaped around his ankles . ",Placing
"Overcome with rage and frustration , Dora jammed a fist against her mouth and gnawed at her knuckles . ",Placing
"With a groan of defeat he slumped back against the reception desk , jamming his elbow against the counter . ",Placing
"She dried the udder and pulled the three-legged stool across , jamming the first bucket between her knees as she sat down , so that Florence could not kick it over . ",Placing
