Sentences,Frame
She kept handy a jug of filtered boiled water for drinking : this was the only way to avoid the numerous intestinal parasites from which almost all the local people suffered all their lives . ,Containers
"Soon , the wicker basket was packed with fruit , slices of pork pie , daintily cut sandwiches and a small earthenware jug of sarsaparilla . ",Containers
"They used to have bread and cheese and a jug of cider under the hedgerow , but I do n't think they even do that any more . ",Containers
"The lady with the upright hair who Gloria said had a screw loose , clattered into the bedroom holding out a steaming jug on a tray . ",Containers
A Victorian jug on the mantelpiece had been given him by Louise one Christmas . ,Containers
"There was an empty earthenware wine jug on the table , and two used glasses . ",Containers
"She filled a jug with water from the pail , found rag , a tankard and another crust of bread to add to the food in her pocket . ",Containers
I recently received a photograph of what looked like a measuring jug with a spout like a teapot rather than with at the top . ,Containers
"Immediately after lunch , she dashed off to the kitchen and found one of the Trunchbull 's famous jugs . ",Containers
"` Why do n't you go with him ? "" asked Betty , carefully rinsing one of Lydia 's lustre jugs . ",Containers
Then he strode over to the table and picked up the ale jug standing there . ,Containers
"Archaeologists have discovered a complete Roman house beneath the leaning tower of Pisa , containing dinner plates and wine jugs . ",Containers
"Graduations on the side of the cylinder show him exactly how much chemical has been sucked out , and there is none of the fuss of using a measuring jug . ",Containers
"Jess was given all the floor scrubbing and lugging of coals , sharing with fat giggly Sally Dade , the housemaid , dusting , washing up , bedmaking and carrying hot-water jugs to the bedrooms . ",Containers
"She should have brought a wine jug from the hall , she chided herself as her breathing steadied . ",Containers
The three brothers crept in on tiptoe to leave jugs of iced lemon juice by my bedside . ,Containers
"He threw the orange to one of the theatre-goers , then stooped to pick up a glass jug , keeping the book and the saucepan going . ",Containers
"The waitress reappeared with the tray and set out the tea pot , milk jug , hot water container and a large dish covered with a silver lid . ",Containers
"He had a bottle of milk , a jug of cream , and two pats of lovely golden butter in a basket . ",Containers
He had knocked over the water jug when he got up from the table . ,Containers
In the centre of each courtyard were large earthenware water jugs which sweated gently in the breeze under the shade of thatched canopies . ,Containers
"` Invalid and invalid as in having no effect , "" Fernando grumbled as he went to pour her a drink from a jug on the table . ",Containers
"As she spoke , she reached out and poured herself a glass of water from a jug that was always on her desk . ",Containers
He was standing by his desk pouring a mug of coffee from a Thermos jug . ,Containers
"` I hope we 're safe with this , "" said Jamie , peering into the cocktail jug . ",Containers
"Fei Yen stood by a tiny table to one side , pouring wine into cups from a porcelain jug ; offering first to the T'ang and then to her husband , finally to her cousin . ",Containers
"Not only doing unnecessary jobs , but actually creating work by transferring cooked food out of saucepans into dishes before serving it , decanting milk into a jug and margarine on to a saucer . ",Containers
He poured water from the china jug into the basin . ,Containers
She lifted the bottle shakily and with care poured the water into the jug . ,Containers
He watched as she poured water from the jug into the bowl and quickly washed and then dressed ; not once did she look at him or speak one word . ,Containers
Pour liquor into jug with the vinegar . ,Containers
Polly poured the steaming coffee into a vacuum jug and wrapped the plate of cheese and tomato sandwiches lightly in clingfilm . ,Containers
An enormous jug of Edgebone 's home-brewed ale sat on the floor between their chairs . ,Containers
"He finally returned with two chunks of roughly cut bread , a slab of cheese and a tiny tin jug of milk . ",Containers
"` No , much better recruit your energies , "" said Anthony , just as David returned carrying a jug of hot water and two slices of lemon on a plate . ",Measure_volume
"` Three of us carried you , and I was one of the three , and I had to tip a jug of water over you next morning to wake you . "" ",Measure_volume
"The waiter had brought a jug of wine and two glasses , and Miguel poured out the sparkling liquid . ",Measure_volume
"They all took a break then , to eat their oatcakes and drink jugs of beer from Anderson 's . ",Measure_volume
"He wanted to throw off his jacket , kick off his boots , sit under the tree at the back of the house and drink a jug of cool buttermilk . ",Measure_volume
You have to drink this large jug of orange juice with a chemical in it that makes the tumour show up if it is there . ,Measure_volume
"There were also jugs of ale , bottles of amber wine , port and Bristol ` milk "" -- the finest sherry in all England . ",Measure_volume
"There were two tiny windows , each with one bar across originally , but friends of the prisoners delayed the sobering up process by passing jugs of ale through the windows , so two bars were fitted . ",Measure_volume
"There was cheese , pickled onions , corned beef , cottage loaves , pig 's pudding and even a gallon jug of ale . ",Measure_volume
"Bryant turned to Marion , who had arrived with a full jug of ale . ",Measure_volume
"When one of his servants first saw him smoking , he thought Sir Walter was on fire and threw a jug of ale over him . ",Measure_volume
He hastily ordered large amounts of red ochre to be brought from Elephantine and to be ground to powder by the High Priest of Heliopolis and stirred into seven thousand jugs of beer . ,Measure_volume
"He had a bottle of milk , a jug of cream , and two pats of lovely golden butter in a basket . ",Measure_volume
With this most delicious version of summer pudding- raspberries and redcurrants make the next best -- you need a jug of good rich cream of pouring consistency . ,Measure_volume
"Nettie , after all , had gone to some trouble , with dishes of peppermint fondants and dark after-dinner chocolates , in addition to the steaming silver coffee-pot and the matching silver jug of thick fresh cream . ",Measure_volume
"Huge jugs of fruit juice were being pressed on guests , rather than booze . ",Measure_volume
The three brothers crept in on tiptoe to leave jugs of iced lemon juice by my bedside . ,Measure_volume
"The woman laid before her a pot of coffee , a jug of orange juice and a dish of piping hot rolls and croissants . ",Measure_volume
"Louis was out of sight , but she could see Felix , Elizabeth and Anne returning along the path by the stream carrying jugs of milk . ",Measure_volume
She had left their supper ready on the kitchen table : a plate of bread and dripping covered with a cloth and a jug of milk with a note propped against it . ,Measure_volume
"There would be a few eggs , a jug of milk or if there was a meal cooking , some potatoes . ",Measure_volume
"After filling his cracked white china mug for the third time , Yanto lay back against the mossy bank and gloried in his contentment . ",Containers
"Leaning back , he cradled his mug in his hands . ",Containers
She put her mug in the sink and said goodnight . ,Containers
I laid the sturdy Ministry of Defence plastic mug on the sand and then hopped round to the front of my tent to bring out my dirty washing . ,Containers
She gave a shake of her shoulders and then very carefully she placed her mug on the tray . ,Containers
Knocker re-filled Sooty 's mug with rough cider and gave him a disapproving look at the same time . ,Containers
"` I was aiming for a Mediterranean feel , "" she explained , filling a plastic mug with orange juice and taking it over to Thomas . ",Containers
"I looked at Taff sitting opposite me in the gloom , his hands wrapped around his hot mug of tea , his shoulders hunched forward . ",Containers
"` Cheers , Pat , "" I said raising my mug of brandy . ",Containers
"Armed with the yellow pages and a mug of coffee , I settled down by the telephone . ",Containers
"Billy was sitting with a mug of tea at his elbow , his flattish face looking serious as he spoke . ",Containers
"He is sitting at our camp now , holding a mug of our tea , relaxing on a canvas chair . ",Containers
"It would help to know in what way precisely he maligned people , but the child remained as mum as a mute , one hand gripped tightly into a fist , the other holding the mug of cocoa . ",Containers
Suzie comes into the room with a mug of hot chocolate . ,Containers
Yanto picked up the old man 's mug and walked into the cool bar . ,Containers
Stephen tightened his grip on his mug and dipped his head and drank deeply of the sour sweet hot tea . ,Containers
"She undressed and got into bed and sat up with her cocoa mug , sipping at it . ",Containers
Lisa stared into her cocoa mug . ,Containers
"Big mugs : if you like drinks in a big way , get these colourful French-style breakfast mugs and saucers , £6.99 , from The Reject Shop ",Containers
"Declining on the grounds that he no longer had any religious faith , Uncle Hilbert sent a silver christening mug , large enough to hold a pint of beer . ",Containers
"The dark man sipped his beer , then rubbed his finger in the condensation that was dripping on the outside of the metal mug . ",Containers
"Modern echoes of this are evoked with hideous pottery mugs and lurid birthday cards inscribed ` To Mother "" . ",Containers
"He raised the mug to his lips and sipped the hot sugary tea , remembering the day when he had sat for the first time in Mr Corcoran 's office . ",Containers
Bletchley smiled and accepted a mug of tea from an airman . ,Containers
Taff thrust a mug of very hot tea into my hands . ,Containers
"When children help to put out chairs for the group or distribute mugs of orange juice or bottles of milk , then they need to establish one-to-one correspondence . ",Containers
He put a large mug of steaming black coffee in front of Connon and looked enquiringly at the stuff which littered the table . ,Containers
"The mead was passed , and the mugs were refilled , and the fires burned a bit lower . ",Containers
"Jos took six plastic-flighted darts out of a dirty half-pint beer mug and , handing three to Mungo , said : ` Middle for diddle . "" ",Containers
"The mood spread backward , rolling down the room like a tidal wave of hostility , the sound of slamming beer mugs following in its wake . ",Containers
"With Gomez watching , he bound Trent s wrists in front of him so that he could hold the coffee mug . ",Containers
"Although his face was damp with perspiration he winked over the rim of his coffee mug , and Chuck , reassured , smiled back . ",Containers
She took a sip of coffee from the thick earthenware mug . ,Containers
"Harris set down his empty beer mug , took out a handkerchief and wiped foam from his mouth . ",Containers
That enamel mug looked as if it might be his . ,Containers
Fairfax returns with two enamel mugs and a brown teapot on a tray . ,Containers
"They sat inside , drinking tea from enormous enamel mugs . ",Containers
He bore a tray with a pint mug of steaming coffee and two thick slices of bread and honey . ,Containers
"Dashing his pint mug down on the bar , Greg Hocking darted through the door before any of the idly curious could bar his way . ",Containers
"He flung the ball of paper across the tiny room , picked up a tin mug with his shaving stick and soap inside it , and followed Chrissie through onto the landing . ",Containers
"Christine watched , dismayed , as the children ate their lunch -- hunks of bread thrown on the table , and tin mugs of gruel . ",Containers
` I remember vividly being on night guard prior to the morning executions when some prisoners sang and rattled their tin mugs against the bars in some form of defiance . ,Containers
"He swept the magazine into a drawer , then carried the tea mug over to the sink where he emptied it . ",Containers
Myra asked as she came into the office carrying a mug of tea . ,Containers
"` Cocoa ? "" she offered , coming in a little time later , carrying a small tray with three enamel mugs of steaming beverage on it , and a plate of Marie biscuits . ",Containers
"She sighed now and wrapped her hands around her cocoa mug , letting her eyes drift to the framed photograph on top of the bookshelves . ",Containers
"God 's perch was occupied by a different player who was slumped in his throne half-asleep , an ale mug between his feet . ",Containers
Clarke took a swig from his mug . ,Containers
She took Zoe 's mug and poured her fresh coffee . ,Containers
"Here , let me wash the mugs up for you first . "" ",Containers
"` Why should I know ? "" she said , washing her mug and plate before putting them away . ",Containers
"Nothing important , Piper the Trog said , handing me a full mug of cider . ",Measure_volume
"I took a mug of water to clean my teeth , shave , and take a bath . ",Measure_volume
"I made a mug of decaf and sat looking round at the crumbling plaster ceiling , the curdled paintwork , the tatty carpet and the flophouse furnishings . ",Measure_volume
When he had remained in his bed to at least 6.30am he was praised and given a big mug of chocolate . ,Measure_volume
"For a moment , she said nothing , but sat watching him pour out a mug of beer ; then she said bitterly , ` You 're an ungrateful devil . ",Measure_volume
Endless afternoon teas when we discussed giving mugs of hot chocolate to needy children at Christmas time or whose turn it was to do the flowers in the Maternity Hospital . ,Measure_volume
"` Got some hold over him she has , I swear , "" Gwyneth continued , taking the mug of wine her mother handed her . ",Measure_volume
"It may not go with a tableful of curry , but a mug of cold beer is not what I need . ",Measure_volume
"All eyes in the room were watching the stranger -- except for a pair belonging to Rincewind the wizard , who was sitting in the darkest comer nursing a mug of very small beer . ",Measure_volume
"I brewed a mug of tea using the small block of tea , milk and sugar , crushed into a mess tin of water and brought to the boil . ",Measure_volume
My catering was limited to brewing endless mugs of insipid coffee and opening packets of custard creams . ,Measure_volume
"After drinking a mug of tea , I packed away the tent and set off , watching the trees float nearer as the pale sun thawed the earth . ",Measure_volume
"Once everyone had drunk a mug of hot strong tea , he sent his own men out to feed and check the stock which was kept down at Cherry Tree Farm . ",Measure_volume
"The police were a minute or two behind but , before the inevitable string of questions began , I insisted on making and drinking a huge mug of tea . ",Measure_volume
She looked at Ruth drinking a mug of tea at the table . ,Measure_volume
"` Here you are , luv , "" said Aunt Bedelia giving me a mug of cocoa and some bread and mousetrap cheese . ",Measure_volume
"I made Joanna respectable by putting up my anchor lantern , made myself a mug of cocoa , and turned in . ",Measure_volume
Give him a mug of cocoa and a big kiss and send him on a month 's leave . ,Measure_volume
"Anna was bending over him , holding out a mug of coffee . ",Measure_volume
He opened his eyes and sat up in bed as Anna came in holding a mug of coffee . ,Measure_volume
A man in overalls and a hard hat was sitting drinking a mug of coffee . ,Measure_volume
Sergeant Morrison put his mug of tea down on the greasy bar and turned . ,Measure_volume
"When she had gone , Sarah poured herself out a large mug of thick black tea . ",Measure_volume
I rinse the bowl in the sink . ,Containers
From now on he was to have nothing except his beads and the begging bowl in which he had to collect his daily food from charitable people . ,Containers
The centre-piece of the dining-room table was a bowl of electric light bulbs . ,Containers
"A MORNING bowl of muesli could contain as much fat as two fried eggs and four teaspoons of sugar , a report has warned . ",Containers
Golden bowls of blood stand on a table within the circle . ,Containers
Between a dozen and 40 children some of whom have already breakfasted at home join teachers for a hot bowl of porridge to start the day . ,Containers
"There were green lawnmowers too , with coats of arms on the grassboxes ; clumps of cane , tied with brown twine ; rolls of wire-netting , and white enamel bowls with blue lines round the rim . ",Containers
"Sighing , Finn cleared his porridge bowl with astonishing quickness . ",Containers
"The cake is based on shallow dome sponges , cleverly achieved by only part-filling pudding basins and a mixing bowl with cake mixture . ",Containers
"He stood , kissed Fiona , picked up the box containing his silver bowl and waited for obedience from his sons , his daughter-in-law and his prospective biographer . ",Containers
"We booted out the pews , the pulpit , the kneeling desks , had Burmese lacquer altar frontals , did away with the alms bags and their seasonal colours and used a monk 's begging bowl instead . ",Containers
"I called , shouted , whistled and banged his food bowl . ",Containers
By eleven that morning she had installed herself as the cleaning dragon and there were twenty-seven earthenware bowls soaking in a strong solution of bleach . ,Containers
"Place the icing sugar , egg white and liquid glucose in another , larger , mixing bowl and mix together . ",Containers
"Trim off watercress stalks , rinse and place in serving bowl . ",Containers
She pushed the empty bowl across the table towards Léonie . ,Containers
"Her mother had bathed her in the tin bath in front of the kitchen fire , had dried her and sat her down before the fire with a bowl of steaming hot broth . ",Containers
There were dates and a delicious bowl of freshly made cottage cheese . ,Containers
"She turned away to get something out of the fridge , which turned out to be a glass bowl full of trifle . ",Containers
On one side there was the T.V. neatly boxed in and some little open compartments with things like framed photos and glass ornaments and fruit bowls in them . ,Containers
A soup bowl with a flared rim can help prevent spillages . ,Containers
"` I can tell , "" said Leonora , removing their soup bowls . ",Containers
"They were together in the big cupboard behind the staff room , refilling the sugar bowls . ",Containers
They finished filling the sugar bowls and Catriona left for the afternoon . ,Containers
"Emmie filled his water bowl , found an egg that Oliver 's hen had laid in the hole under the sink . ",Containers
He dropped his gaze from her face to his empty bowl . ,Containers
"As if , in the blink of an eye , his being would turn to breath as the gods drew the scent sticks from the offering bowl . ",Containers
Eddie rummaged in a china bowl of oddments on the mantelpiece and handed Melissa a bright new key . ,Containers
Victorine tossed them into the plastic waste bowl that stood by the side of the sink . ,Containers
Place the beans in a mixing bowl . ,Containers
"Pour into a bowl , cover and allow to cool , stirring from time to time to prevent a skin from forming . ",Containers
Put egg yolks into a large bowl and whisk lightly . ,Containers
"She put the lettuce in a bowl and dried her hands , staring unseeingly at the loose tile above the sink . ",Containers
"We then had a bowl of fruit salad , and there was change from the price of a glass of beer . ",Containers
"` She brought a large bowl of flowers and fruit , "" said his last housekeeper , Mrs Jean Henderson . ",Containers
The Marshal sat down in the gloom at the plush table and faced the tearful woman across a bowl of plastic fruit . ,Containers
The Feldwebel agreed and she came back with three large bowls of hot pea soup . ,Containers
"I was fetching a tin bowl of water from the tap in the yard when I heard Mum call out , ` Katie , fetch me a bucket of slack before yer goo ter school . "" ",Containers
She had seen the little plastic bowls of grey water at the back of the hot-dog stall in which the woman rinsed her horrible cloth ; she knew what the lavatories in the park were like . ,Containers
"They would go to one another 's flats , have supper in a bistro , go to a film , or sit at home with bowls of spaghetti , chatting and watching television . ",Measure_volume
The captain gave him a bowl of cold stew which he could only swallow by gulping it down with wine . ,Measure_volume
"In the good old days , Eskimos used to wash their hair in urine and share a bowl of seal blood . ",Measure_volume
"There was a man here once , he could take half an hour to drink a bowl of soup , big as an ox . ",Measure_volume
"They stopped chatting as Stephen and James came out onto the terrace , Stephen carrying a tray of drinks and James two bowls of nuts and crisps . ",Measure_volume
"Then she roused the two children , urging them to be quiet , and to quickly wash , dress , and eat a bowl of cornflakes . ",Measure_volume
They ate huge bowls of steaming spaghetti carbonara beneath dusty Chianti bottles in an unfashionable Sicilian restaurant behind the Royal Opera House . ,Measure_volume
"With a feeling of being ill-used she started to clear up the remains of last night 's dinner , while drinking a freshly squeezed orange juice , then eating a bowl of cereal . ",Measure_volume
"The Lord Llewellyn , sitting beneath a brocade canopy and eating a bowl of figs , eyed the pageant with a mixture of amusement and contempt . ",Measure_volume
Eleanor Thorne would have enjoyed a bowl of soup . ,Measure_volume
He made periodic dives at the bowl of cherries poised on a coffee table by the sofa . ,Measure_volume
We used to make great bowls of raw onions soaked in vinegar and sugar . ,Measure_volume
"We then had a bowl of fruit salad , and there was change from the price of a glass of beer . ",Measure_volume
"Had he not had a bowl of water in his cell , he too , would have succumbed before his rescuers found him . ",Measure_volume
"They would work more effectively , Dr Benton says , if they all had a bowl of cereal , a slice of toast or a bacon sandwich first thing . ",Measure_volume
"Again , while Nicholas was having breakfast he kept getting down from his place , and his mother followed him round with a bowl of cereal , feeding him with a spoonful whenever she could . ",Measure_volume
"We get a bowl of cereal , and a plate with sausage , egg and single piece of bacon . ",Measure_volume
"Research shows that something as simple as a bowl of cornflakes can improve moods dramatically , one researcher saying that the dose of carbohydrate acted on women like a tranquilliser . ",Measure_volume
"Minutes later she was in the kitchen , frantically preparing a pot of tea , slices of toast and three bowls of cornflakes . ",Measure_volume
I eat tremendous amounts of bread and jam and bowls of cornflakes with cold milk -- delicious ! ,Measure_volume
"With hot , sizzling barbecued food , serve large bowls of salad , pasta tossed with herby tomato sauce or olive oil , chopped basil and pine nuts . ",Measure_volume
"After three hours of continuous nibbling it seemed , I will confess , rather on the acid and insubstantial side , and I began to yearn for a bowl of pasta . ",Measure_volume
"The lads were having lunch at the time and when ` Jacki "" leaned over to shake hands with Peter Grant , his tie fell into a bowl of soup . ",Measure_volume
"Lefevre finished his bowl of soup in uncouth but effective manner , gripping it in both hands and pouring the remaining contents down his throat at a gulp . ",Measure_volume
"He looked desperately around for a weapon , picked up a bowl of hot soup and threw it at Edgar , who started screaming . ",Measure_volume
"` The Reverend Father , "" Athelstan replied smoothly , ` would like a bowl of thick leek soup , some bread , and a cup of wine with more water than claret . "" ",Measure_volume
"Purposely pressing the button implying ` fat in five seconds "" pills , she held out the bowl of soup and let a small , white pill drop in . ",Measure_volume
"Place the potatoes , apples , sugar , one teaspoon of salt and the vinegar in a large pan and just cover with water . ",Containers
"She bent down to retrieve the best china from the floor , whilst Ray picked up teaspoons with one hand and dabbed at the goat 's milk with the other holding his handkerchief . ",Containers
"Most interesting in the gold section was a set of twelve , Lexington , Kentucky teaspoons of around 1850 ( lot 29 ) . ",Containers
"` They 're still arguing today , would you believe it ? "" she said to Phoebe , accepting a dish of tea and making a whirlpool with her teaspoon . ",Containers
He let only a moment go by before filling a teaspoon full of caviar and feeding it to her . ,Containers
A fork and two teaspoons . ,Containers
Make melon balls using a melon baller or teaspoon . ,Containers
"Then , using a teaspoon , put a small amount of filling in the centre of each wonton skin . ",Containers
"Sprinkle one and a half teaspoons of dried yeast over the surface , stir once and leave until there is a good head of froth , usually after about 10-15 minutes . ",Measure_volume
Mix the arrowroot with one teaspoon of cold water and stir into the syrup along with the shreds . ,Measure_volume
"If this does not work , give him a teaspoon of mustard dissolved in a tumbler of warm water . ",Measure_volume
"Place two teaspoons of filling in the centre of each round , making sure it fills the hollow . ",Measure_volume
Breakfast cereals are mostly sugar-coated ; when she occasionally has a wholegrain cereal ( like Weetabix ) she adds two teaspoons of sugar . ,Measure_volume
"Add a teaspoon of salt , and a sprinkling of milled pepper . ",Measure_volume
"Stir in yeast , make a well in the centre and slowly pour in the onion liquid and one teaspoon of the olive oil , stirring constantly to form a smooth dough . ",Measure_volume
"Place the potatoes , apples , sugar , one teaspoon of salt and the vinegar in a large pan and just cover with water . ",Measure_volume
"Pour some over each serving , and sprinkle a teaspoon of brown sugar over each . ",Measure_volume
Dave Sprott the dentist had suggested a barrel of draught Guinness . ,Containers
"I drank two of their barrels of wine , and was still thirsty , because that was only half a litre . ",Containers
"Later in the war , when sugar was very strictly rationed , we had a big barrel of molasses , a thick syrup , in the small warehouse . ",Containers
He skirted the heaps of chippings and barrels of tar left by the workmen repairing the paths . ,Containers
"The tanker , which was carrying nearly 2 million barrels of light crude from Oman to Japan , caught fire and began gushing oil from its damaged hull . ",Containers
The eight-man team train by hauling a barrel of concrete up a telegraph pole using a pulley system -- and then digging in and holding the 810 kilo load aloft for up to half an hour . ,Containers
"The barrels of sodium hypochlorite , which is used to clean beer bottles , fell onto the side of the A 40 at Witney in Oxfordshire . ",Containers
In 1980 the protesters even took the daring step of erecting a scaffolding tower across the path of the train carrying waste barrels on their way to the docks . ,Containers
Then Auntie Lou made tea and put the biscuit barrel on the table . ,Containers
"The Mayor looked highly delighted as Captain Pugwash , still clutching his brandy barrel , ushered his captives , their guards and his crew into the room . ",Containers
"Boswell observes that when the clans were disarmed after Culloden , they used the old broadsword as covers for their buttermilk barrels : ` a kind of change , "" he says , ` like beating spears into pruning-hooks "" ; swords turned sadly into ploughshares . ",Containers
"Outside , standing on a beer barrel , a member of the ward watch rang a hand bell which tolled like a death knell through the noisy clamour of the place . ",Containers
He picked up a pint mug and leaned towards the cider barrel . ,Containers
The planks were placed on top of some metal barrels and we were all standing in a hexagon . ,Containers
"That was where the draymen rolled great steel barrels , and it was held up only by bolts . ",Containers
She twisted her head to catch the coroner 's eye as he scowled across at the innkeeper who was busy gossiping to the other customers around the great wine barrels . ,Containers
Over the next 3 years the maturing Balsamic vinegar is carefully transferred from Mulberry to Chestnut to Juniper wood barrels . ,Containers
"Oil prices would spike in a short war , but quickly fall back to perhaps $20 a barrel . ",Containers
Moses Mossop was regularly at work making and mending wooden barrels . ,Containers
"At top-flight level they use new oak barrels to age the juicy ripe grapes from low-yielding vineyards , and the resulting wines cost between £12 and £25 a bottle . ",Containers
"The coroner nodded off to sleep again so , crossing to a barrel of dirty water , Athelstan filled the ladle and splashed it over Cranston 's face . ",Containers
"Its closure will cut Mexico 's capacity by about 100,000 barrels per day , and cost the country an estimated $500 million . ",Containers
"In the North Atlantic , Greenpeace drove its inflatables underneath falling barrels of radioactive waste . ",Containers
"Otherwise , they are made from similar grapes , matured in the same sort of oak barrels and aged for just as long before release . ",Containers
"Crude oil prices continued to rise , passing US$40 per barrel on Sept. 24 and exceeding the previous peak levels of 1980 . ",Containers
Paul was an apprentice electrician at Watneys brewery in Mortlake so he brought some barrels of beer along and we set up a proper bar . ,Containers
"While she was at sea and driven wild by thirst , due to the inadequacy of the ship 's water storage , Jeffrey broached a barrel of spruce beer intended for the Captain . ",Containers
"This small storage room is full of old and rotted roots and tubers , sacks of rotted and musty-smelling grain , barrels of reeking and vinegary wine and beer , jars of moulded fruits , and suchlike . ",Containers
A barrel of oil costs Poland so many dollars regardless of the zloty 's exchange rate . ,Containers
"To date , some 3,300,000 barrels of Panuke oil have been produced and sold to markets in Canada and the US . ",Containers
"They can take one of the following forms : 1- Steel pipes : Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement 2- Barrels : They are filled with cement and place around the building , especially at the entrance to prevent cars from crashing into it 3- Ditches : They are better than road bumps because they are harder to see .",Containers
The barrel - vaulted chambers were discovered while excavating for a nearby housing project .,Containers
Fresh barrels of ale and wine were rolled from the cellars . ,Measure_volume
""" What you must do is this : go back to the king and ask for three hundred barrels of wine and three hundred barrels of brandy . ",Measure_volume
"The barrels of sodium hypochlorite , which is used to clean beer bottles , fell onto the side of the A 40 at Witney in Oxfordshire . ",Measure_volume
"Michael Baly , president of the American Gas Association , reckons that within ten years gas could be a substitute for 2 billion barrels of oil -- an eighth of current American oil consumption . ",Measure_volume
"In the Azerbaijani sector of the Caspian Sea , we are part of a consortium that has a 20% interest in the Azeri field , where about 1.8 billion barrels of recoverable oil are thought to exist . ",Measure_volume
"In total , the package contains some 36 million barrels of oil equivalent which were booked by LASMO as commercial reserves together with various oil and gas discoveries currently under delineation . ",Measure_volume
"Further onshore and in the foreland basin created by the Sierra Madre Oriental mountains lies Mexico 's largest unsolved mystery : the Chicontepec oil field , which contains an estimated 100 billion barrels of oil . ",Measure_volume
"Don South West holds an estimated 117 million barrels of oil in place but the reservoir is highly faulted and compartmentalised , making recovery difficult . ",Measure_volume
"The field , which is operated by Shell , was discovered in 1989 and holds more than 700 million barrels of oil and gas equivalent . ",Measure_volume
The Sierra Club says that a law requiring new cars to use 40 per cent less fuel by the year 2001 would save 2.8 million barrels of oil a day . ,Measure_volume
"The Sleipner field has reserves of roughly the same size as the depleting Frigg field , ( some 200 billion cu.metres ( 222 MTOE ) , with the addition of 250 million barrels of condensates . ",Measure_volume
"Around four million barrels ( 660,000 tonnes ) of oil were being burned each day in March 1991 , nearly three times the pre-war Kuwait output and almost 10 per cent of the world 's daily ration . ",Measure_volume
More than 100 million barrels of oil have been produced by BP in Dorset since the first well at Kimmeridge came on stream in 1959 . ,Measure_volume
"Up to eight million barrels of oil was spilled into the Gulf during the war , some of which was now being carried offshore by tidal currents to form new slicks in the open Gulf . ",Measure_volume
"By the late 1850s the Brick Lane brewery was selling 400,000 barrels of beer a year , a quarter of it now ale rather than porter . ",Measure_volume
It usually sells 10 barrels of beer a weekend . ,Measure_volume
"Steve Denny says he 's supposed to sell 450 barrels a year but has only managed 306 and owes the brewery 4,000 pounds . ",Measure_volume
Paul was an apprentice electrician at Watneys brewery in Mortlake so he brought some barrels of beer along and we set up a proper bar . ,Measure_volume
Though the industry has the capacity to brew about 52m bulk barrels of beer a year the consumer is only drinking about 38m . ,Measure_volume
In 1980 a barrel of oil cost 420 kilogrammes of bananas . ,Measure_volume
"With LASMO producing around 185,000 barrels of oil equivalent every day of the year , our current revenues for the year are certainly lower than those anticipated just a few years ago . ",Measure_volume
"The A-26 well encountered 1,100 feet of pay in three zones and is producing 1,500 barrels of oil per day . ",Measure_volume
"Cost comparisons showed that a subsea project to handle 50,000 barrels of oil a day might cost £21 million to develop by conventional means but could be built onshore and towed to the location for £17 million . ",Measure_volume
"Production from the Helm , Helder and Hoorn fields should achieve some 25,000 barrels per day ( 1.2 million tonnes ) . ",Measure_volume
The first commercial oil was discovered at the McKee onshore field in 1980 and production of some 5000 barrels per day is hoped for in 1985 . ,Measure_volume
"Earnings per share in 1992 rose from 1.72p to 2.90p as the company 's production reached a record average of 13,888 barrels per day . ",Measure_volume
"The brewery employed 65 coopers , used 130 horses to move the beer out to publicans , and consumed 500,000 barrels of water a year from its own artesian wells . ",Measure_volume
Barrels of drinking water were delivered from the village once a week . ,Measure_volume
"These funds would be repaid by the oil companies who must have $500 million of oil spill liability insurance , before tye qualify for permission to transport barrels of crude through state waters . ",Measure_volume
"One example was the 1997 sale by China to Iran of 40,000 barrels of calcium - hypochlorite , a chemical and biological decontaminating agent .",Measure_volume
"In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical - biological - radiological decontamination agent .",Measure_volume
"In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .",Measure_volume
"With the coins are a remarkable group of silver spoons in a variety of forms , some marked with the Christian Chi-ro symbol . ",Containers
Alexandra looked uncomprehending and moved to put her spoon in her soup . ,Containers
He dipped a spoon into the boeuf bourguignon . ,Containers
"Spades , scoops and spoons of different size , shape or colour give opportunities for comparisons . ",Containers
"Geordie banged a spoon on his highchair and , when they all looked at him , dissolved into delighted laughter . ",Containers
He was used to her economical movements and noted that she went twice to the fridge for milk and forgot coffee spoons on the tray . ,Containers
"` Dry your eyes like a good girl and grasp your longest spoon , for the Devil has come to sup ! "" ",Containers
Athelstan lowered his spoon . ,Containers
Isabel Lavender laid down her dessert spoon . ,Containers
"Millie glances at each of her parents in turn , then picks up her dessert spoon and studies that instead . ",Containers
"When she finally put her dessert spoon down on the empty plate , it was disconcerting to look up and see Niall watching her , a glint of amusement in his eyes . ",Containers
Athelstan asked to borrow a pewter spoon and ate slowly . ,Containers
We have an old silver spoon and a seal at home . ,Containers
"` What 's happened ? "" asked Ruth , soup spoon suspended in mid-air . ",Containers
I can see the mixing-bowl and wooden spoon . ,Containers
He returned with a dish of multi-coloured ice cream and a silver spoon . ,Containers
"STATE canteens in Chuvashia , central Russia , have found a novel way of stopping guests stealing the spoons . ",Containers
